,MAE,MSE,model
0,2.879060745239258,13.550777435302734,LR+5
1,1.6772100925445557,4.389848232269287,RobustLR+5
2,6.489621639251709,70.99310302734375,Adaptive+5
3,1.3692898750305176,2.6669390201568604,LocalAdaptive+5
4,0.6515349745750427,1.4379088878631592,GPR
5,20.719342969747558,2953.1922353346595,Modal
