,MAE,MSE,model
0,2.3184189796447754,9.51245403289795,LR+2
1,2.268733024597168,9.512802124023438,RobustLR+2
2,2.3273634910583496,9.551203727722168,Adaptive+2
3,2.260908603668213,9.38354778289795,LocalAdaptive+2
4,2.6342992782592773,11.924099922180176,GPR
5,2.3092677046763956,9.220515365751378,Modal
