,MAE,MSE,model
0,1.6279897689819336,4.132027626037598,LR+5
1,1.7251410484313965,4.456910610198975,RobustLR+5
2,3.4585959911346436,18.134374618530273,Adaptive+5
3,1.6386219263076782,4.187971591949463,LocalAdaptive+5
4,0.966717541217804,1.7199691534042358,GPR
5,1.3740453346032084,2.8038576804881536,Modal
