,MAE,MSE,model
0,0.7490472197532654,0.9275243878364563,LR+2
1,0.39943504333496094,0.5039911866188049,RobustLR+2
2,0.7792719006538391,1.0413908958435059,Adaptive+2
3,0.30043545365333557,0.3938262164592743,LocalAdaptive+2
4,0.730681300163269,2.4421510696411133,GPR
5,0.3008871679173348,0.39338370218514335,Modal
