,MAE,MSE,model
0,2.696152448654175,12.168048858642578,LR+5
1,1.6074550151824951,3.8799514770507812,RobustLR+5
2,1.725766658782959,4.598803520202637,Adaptive+5
3,1.5296216011047363,3.412099599838257,LocalAdaptive+5
4,0.7901546955108643,2.045919895172119,GPR
5,1.5069151353577388,4.127037619788814,Modal
