,MAE,MSE,model
0,0.9694110751152039,1.8399097919464111,LR+2
1,0.9023905992507935,1.6635277271270752,RobustLR+2
2,1.0923806428909302,2.0119168758392334,Adaptive+2
3,0.8768282532691956,1.6080840826034546,LocalAdaptive+2
4,1.2265101671218872,3.78511905670166,GPR
5,0.8836138454761674,1.6284224266339737,Modal
