,MAE,MSE,model
0,1.1642732620239258,1.9889813661575317,LR+2
1,0.9121701121330261,1.2318036556243896,RobustLR+2
2,1.1060870885849,1.8249375820159912,Adaptive+2
3,0.9011613726615906,1.207155704498291,LocalAdaptive+2
4,1.1958121061325073,2.753822088241577,GPR
5,0.899112737999667,1.197265294750006,Modal
