,MAE,MSE,model
0,1.013885736465454,1.4615002870559692,LR+2
1,0.762031078338623,0.8854756355285645,RobustLR+2
2,0.7459056377410889,0.9910070896148682,Adaptive+2
3,0.5295813083648682,0.5486432909965515,LocalAdaptive+2
4,0.9443250298500061,3.3977105617523193,GPR
5,0.4705833118475045,0.47322839610167755,Modal
