,MAE,MSE,likelihood,model
0,0.7229974269866943,0.9536438584327698,-279.0412092665259,LR+2
1,0.7044380307197571,0.8536129593849182,-304.5546569824219,Adaptive+2
2,0.3004147410392761,0.3938799202442169,-107.07717895507812,LocalAdaptive+2
