,MAE,MSE,likelihood,model
0,1.535772681236267,4.040150165557861,-423.4158922663184,LR+2
1,1.2592394351959229,2.759042739868164,-388.08404541015625,Adaptive+2
2,1.0784786939620972,2.3483710289001465,-370.8497314453125,LocalAdaptive+2
