,MAE,MSE,likelihood,model
0,3.086179256439209,12.729959487915039,-538.183531454293,LR+4
1,1.8181581497192383,4.519439220428467,-544.20263671875,Adaptive+4
2,0.5321528315544128,0.5676766037940979,-353.86224365234375,LocalAdaptive+4
