,MAE,MSE,likelihood,model
0,1.4287841320037842,5.213873863220215,-448.92001970035744,LR+2
1,1.5377235412597656,4.583675384521484,-472.53802490234375,Adaptive+2
2,1.20680570602417,3.9857006072998047,-301.3726806640625,LocalAdaptive+2
