,MAE,MSE,likelihood,model
0,1.6735198497772217,5.126138687133789,-447.2229794260186,LR+1
1,1.6248726844787598,4.804571151733398,-476.956298828125,Adaptive+1
2,1.5569965839385986,4.042113304138184,-413.2742614746094,LocalAdaptive+1
