,MAE,MSE,likelihood,model
0,2.6596665382385254,13.278290748596191,-542.4007513594092,LR+2
1,2.7228989601135254,13.394281387329102,-870.3887939453125,Adaptive+2
2,2.626641035079956,13.053903579711914,-512.1181030273438,LocalAdaptive+2
