,MAE,MSE,likelihood,model
0,3.1258654594421387,16.3493709564209,-563.2066438067843,LR+5
1,5.270717620849609,43.58112716674805,-3456.5869140625,Adaptive+5
2,2.5283424854278564,11.805695533752441,-531.9560546875,LocalAdaptive+5
