,MAE,MSE,likelihood,model
0,1.3023931980133057,2.4411447048187256,-373.0344140927892,LR+2
1,1.158728003501892,1.9667381048202515,-351.713623046875,Adaptive+2
2,1.131562352180481,2.113476514816284,-392.4934997558594,LocalAdaptive+2
