,MAE,MSE,likelihood,model
0,1.212142825126648,2.6558303833007812,-381.4634434275244,LR+3
1,1.1798604726791382,2.545731782913208,-392.00384521484375,Adaptive+3
2,1.0957585573196411,2.353522539138794,-365.95684814453125,LocalAdaptive+3
