,MAE,MSE,likelihood,model
0,1.5419354438781738,4.301991939544678,-429.6955210299179,LR+1
1,1.360925555229187,3.355464220046997,-413.24896240234375,Adaptive+1
2,1.3311762809753418,3.292001724243164,-356.5044860839844,LocalAdaptive+1
