,MAE,MSE,likelihood,model
0,0.8971882462501526,1.262789249420166,-307.1200076099761,LR+2
1,1.0628033876419067,1.9942725896835327,-353.2054748535156,Adaptive+2
2,0.6116883754730225,0.7552856206893921,-323.8731384277344,LocalAdaptive+2
