,MAE,MSE,likelihood,model
0,0.8333662152290344,1.188358187675476,-301.0449718595707,LR+2
1,1.0066221952438354,1.6202423572540283,-337.30462646484375,Adaptive+2
2,0.5949748754501343,0.7385295033454895,-243.08595275878906,LocalAdaptive+2
