,MAE,MSE,likelihood,model
0,1.1770118474960327,2.3977372646331787,-371.24025566162936,LR+4
1,1.3019317388534546,2.6282589435577393,-408.6798095703125,Adaptive+4
2,1.5342414379119873,4.173743724822998,-474.36041259765625,LocalAdaptive+4
