,MAE,MSE,likelihood,model
0,1.5466402769088745,4.588940620422363,-436.1526287130515,LR+2
1,1.650892734527588,6.062361240386963,-570.007080078125,Adaptive+2
2,1.2073333263397217,3.9873569011688232,-301.3583984375,LocalAdaptive+2
