,MAE,MSE,likelihood,model
0,2.757582426071167,11.994904518127441,-532.2359024791738,LR+5
1,2.4725446701049805,10.861881256103516,-994.872314453125,Adaptive+5
2,8.686848640441895,414.3662414550781,-596.5225219726562,LocalAdaptive+5
