,MAE,MSE,likelihood,model
0,1.0776630640029907,1.5502593517303467,-163.81496688994957,LR+2
1,1.0411615371704102,1.5350532531738281,-164.97889709472656,Adaptive+2
2,0.8428451418876648,0.9855214953422546,-153.01856994628906,LocalAdaptive+2
