,MAE,MSE,likelihood,model
0,1.4509555101394653,3.7990729808807373,-208.63170616837772,LR+2
1,1.4382096529006958,3.8081960678100586,-223.08255004882812,Adaptive+2
2,1.0991095304489136,3.1348752975463867,-147.54379272460938,LocalAdaptive+2
