,MAE,MSE,likelihood,model
0,1.2328957319259644,2.260117292404175,-182.66468993692976,LR+2
1,1.916518211364746,6.261044502258301,-289.361083984375,Adaptive+2
2,0.890297532081604,1.520483374595642,-165.06027221679688,LocalAdaptive+2
