,MAE,MSE,likelihood,model
0,2.4588253498077393,12.859270095825195,-269.5971009981582,LR+2
1,2.506591320037842,11.535200119018555,-385.95855712890625,Adaptive+2
2,2.326225519180298,10.973995208740234,-240.73068237304688,LocalAdaptive+2
