,MAE,MSE,likelihood,model
0,2.61558198928833,11.940520286560059,-265.8907363074985,LR+2
1,2.7265899181365967,12.220012664794922,-386.58367919921875,Adaptive+2
2,2.6257379055023193,12.225722312927246,-253.77352905273438,LocalAdaptive+2
